customer_message,brand_reply,customer_tweet_id,brand_tweet_id,intent
"@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!","@764997 Hey there. We appreciate you reaching out. What model iPhone are you using, and what is the exact iOS version installed in Settings &gt; General &gt; About? Also, let's make sure your settings are adjusted for improved battery life as listed here: https://t.co/bivpdfBNJ6",2728286,2728284,battery_power_issue
@AppleSupport 7plus and home@wifi,@277899 Thanks for confirming. Let's move to DM so we can dive into what's going on. Use the link below: https://t.co/GDrqU22YpT,2422522,2422524,calls_network_issue
#ios11 you are killing me! So many bugs &amp; battery life of &lt;20min ! @115858 @AppleSupport #Apple #iphonebugs #iphone,@765474 That is certainly not the experience we want you to have. Which iPhone model do you own?,2730350,2730348,battery_power_issue
@AppleSupport iOS 11.0.2 keeps crashing! 👍🏻,"@297850 We're here to help. Can you please message us in DM, with more details? https://t.co/GDrqU22YpT",743825,743824,ios_update_issue
Why is my battery life going backwards when its on the charger? @115858 tf is that about?!,"@__diorable__ Battery life is important, and we're here for you. To start, which device are you experiencing this on?",1645882,1645880,purchase_billing_issue
"Updated to iOS 11.1.2. Every 5 mins phone vibrates, black screen, loading wheel and then asks for password. No Apple store in Melbourne (?) plz halp @AppleSupport",@231638 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,489716,489715,ios_update_issue
"@AppleSupport Battery life reduced to 1/2 a day, iMessages are hidden by reply window/keyboard, processing time slowed considerably",@656938 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,2255486,2255485,keyboard_autocorrect_issue
"Dear @AppleSupport, please fix the assistive touch in ios 11.1. Kthx. https://t.co/zhE5V3kM5m",@470012 We're always here to help. What issues are you currently having with AssistiveTouch exactly?,1508024,1508022,ios_update_issue
@AppleSupport I had a purchase. Apparently it was initially purchased on October 28 and now I was charged 100 today for it.  It was not authorized and I’m concerned someone has my idea,"@820677 We wouldn't want you to be charged for something you didn't authorize, and want to get you to the right place for help with this. Reach out to our iTunes Store team here: https://t.co/SDIe7UiyJN They'd be happy to look into this further for you.",2975713,2975711,purchase_billing_issue
"Since this updated ios from @AppleSupport my phone doesnt work correctly!! Apps keep crashing, screen touch not correct + more! #nomoreapple",@281267 We'd like to work with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,676050,676049,device_hardware_issue
@115858 Where can I report a major issue with your phones predictive text?,@259835 Please tell us more about what you're experiencing. We're here to help.,2623978,2623975,keyboard_autocorrect_issue
@AppleSupport I need help urgently as I’ve Mahabad to purchase and year sucricprition and didn’t mean to,@402726 Hello! We've received your DM and will proceed from there.,1203498,1203497,purchase_billing_issue
#iOS11 is the worst update compare to other iOS’s version. PLEASE FIX THIS FAST @115858,@539900 Are you using a specific app when this occurs? Have you updated to iOS 11.0.3? Let's get together in a DM and work together. https://t.co/GDrqU22YpT,1796817,1796816,ios_update_issue
@115858 fix this iOS 11 update PLEASE.,@216744 What's going on with your device? We might be able to help.,427845,427844,ios_update_issue
"@115858 my WhatsApp doesn’t work with iOS 11, and the keyboard have a delay when I push the letters 😡 #ios11 #sucks #ios11sucks",@216586  Hey there! Let's look into this together. Could you tell which iPhone and specific iOS version number you're using?,427099,427098,keyboard_autocorrect_issue
@AppleSupport Problem is with the new ios. Look at the screen all messed up. It happened 3 times.,@432314 We can assist you with this. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT,1338923,1338925,device_hardware_issue
@AppleSupport But I have enough availabe storage space and full wi-fi network. Also already tried to remove and download the ios again,@728452 Are you able to try the update via iTunes on a computer as described here?: https://t.co/80YRnjDFDk,2568139,2568140,calls_network_issue
my phone keeps turning on and off while on the charger help @applesupport,@412438 We're happy to help. Are you using the charger that came with your iPhone? Are you using a specific app when it turns off?,1246459,1246458,purchase_billing_issue
My Apple Music has been messing up since the new update! Cannot think of a worse possible outcome. Not the music @115858,"@668731 What's happening specifically with Apple Music? We'd love to know the details via DM to see how we can help. When you reach out, be sure to let us know what type of device you're using. https://t.co/GDrqU22YpT",2304870,2304869,apple_music_media_issue
@115858 my screen recording isn’t working it just has a countdown then it stops please help me and contact me when you can.,"@760587 We definitely want to work out any issues you have with the screen recording feature. Send us your current iOS version in DM, and we’ll take a look at this together. https://t.co/GDrqU22YpT",2708490,2708489,device_hardware_issue
"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!","@448740 We’d like to look into this with you. To start, please send us a DM confirming which iPhone and software version you’re using. https://t.co/GDrqU2kzhr",2578723,2578722,keyboard_autocorrect_issue
@AppleSupport But won’t that erase everything I’ve downloaded from Apple Music? That makes me nervous 😳,"@258749 If you turn off iCloud Music Library, it will erase all your music you've downloaded for offline listening. If the songs aren't available in our Apple Music catalog, this is the only way to sync them to your iPhone. Send us a DM if you have any additional questions. https://t.co/GDrqU22YpT",2406572,2406573,apple_music_media_issue
"Seriously @AppleSupport, your Photos Agent background process is a joke. Using 186% of my CPU and draining my battery while charging.",@408995 We want to look into this. DM us with more information and we'll follow up there. https://t.co/GDrqU2kzhr,1232218,1232217,battery_power_issue
@AppleSupport iOS 11.1.1 is killing my iPhone 6s battery. We need a fix as soon as possible!,@716715 We want to work on this with you. Meet us in DM and we'll pick up from there. https://t.co/GDrqU22YpT,2515953,2515952,battery_power_issue
@180336 @AppleSupport The battery not holding the charge is the worst. Do something @AppleSupport,@595590 We'd like to better understand what's happening to see how we can help. Are we correct in saying your device doesn't charge? DM us: https://t.co/GDrqU22YpT,1598181,2014228,purchase_billing_issue
"@AppleSupport @115858 #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!","@186229 We'll help out. To concentrate on one issue at a time, check these battery tips as a first step. https://t.co/bivpdfBNJ6",294912,294909,keyboard_autocorrect_issue
Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRVcpha3Rf,@531802 Thanks for reaching out to us. We'd like to help out. Let's start with these setsp: https://t.co/9CFnZQoE0F,1768832,1768830,device_hardware_issue
@115858 EVERYTIME I WRITE “I.t” I.t autocorrects TO I.t!!!!! HELP,"@267047 Let's team up and tackle your keyboard issue together. Which model do you have and what's the exact OS version installed on it?

When did this start and have you already tried any steps of your own?",2799460,2799458,keyboard_autocorrect_issue
@AppleSupport I havta individually swipe my notifs away instead of clearing them all at once in the IOS11 update?????? Thts bull crap!!!!,"@383592 We're happy to help. You can still close out all the notifications at once by tapping on the ""X"" at the top. Questions? DM us. https://t.co/GDrqU22YpT",1117129,1117128,ios_update_issue
"Really love @115858 and all, but when you can’t get calls for a good month it’s annoying. @AppleSupport","@476524 We're here to help out. Let us know specifically what's happening. Also, which iPhone do you have and what is the iOS version?",1536972,1536971,calls_network_issue
"Oh wow @AppleSupport , 10% battery reduction in less than 5mins. #iOS11 👏🏻👏🏻👏🏻👏🏻",@331582 We can help. Do you notice this while performing certain tasks on your iPhone?,891114,891113,battery_power_issue
Way to go @115858 my #iOS11 update makes the letter “I️” turn into a little “a” with a box around it.,@489557 We're here to help. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT,1592797,1592795,ios_update_issue
"Hey, @115858 - you broke iPhone7+ iTunes in Elantra through USB with iOS11, fixed it on 2nd patch, and broke it again with latest patch. 🙁",@607801 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr,2055091,2055090,ios_update_issue
"@AppleSupport Latest ios 11.1.2
More than 10 days and some issues from beginning like screen freezing sometimes",@569775 Thanks!  Does it help to restart your iPhone?,2894700,2894698,ios_update_issue
".@115858 the new update to the iPhone is horrible, I am losing battery power at an alarming rate now. #horrible #howdoiundoit",@521047 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,1721919,1721918,battery_power_issue
"@AppleSupport My iPhone is being incredibly unresponsive, and will just freeze at times, and take many minutes to catch up. Running IOS 7.0.3","@517923 We're happy to help you with this. Which iPhone model are you using, and was iOS 7.0.3 a typo or the actual version?",9281,1709258,ios_update_issue
@AppleSupport Hello! My Apple Music seems to have been signed out? Or something.. basically I can't listen to my music and I dunno what to do,@807888 Got it. Can you tell us what is happening when you try to listen to music specifically? DM the answer below. https://t.co/GDrqU22YpT,2918900,2918902,apple_music_media_issue
@AppleSupport Please I need to know if anyone else have battery draining issues after upgraded to ios 11. I bought my iphone 8 and i dont know if the problem is the phone or ios...,@669398 We'd like to look into this with you. DM us details of the battery issues you're having with your iPhone 8 and we'll work with you on resolving the issues you're having. https://t.co/GDrqU22YpT,2307575,2307574,battery_power_issue
"@AppleSupport my ipad camera has had a black screen for a while, where are some places I could have it checked/fixed if anything wrong?",@572134 Thanks for reaching out to us for support. We’d love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,1921884,1921883,device_hardware_issue
"Not getting consistent push notifications from @4305 since upgrading to iOS 11
Is this an issue with your APNs @AppleSupport ?",@303628 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,769024,769023,ios_update_issue
@AppleSupport #iphone8 &amp; #iOS11 are the worst device &amp; software ever produced by #apple very disappointing update ios 11.0.2 to be stable,@322672 We want to help. Tell us what's happening via DM. https://t.co/GDrqU22YpT,853149,853148,ios_update_issue
@AppleSupport what’s your return policy on opened &amp; used MacBook laptops within the 14 day return period? Full refund?,"@315992 We’d like to point you in the right direction for your return question.  Was it purchased at an Apple Store, or online?",1676241,1676239,purchase_billing_issue
How do you screenshot with iPhone X @AppleSupport,@495221 You can see how to take a screenshot on iPhone X here: https://t.co/iQkc2ZuaLN,1614471,1614470,device_hardware_issue
"@AppleSupport havent touched my iPad pro for like 2 weeks &amp; the battery is dead, hows that happen exactly??",@369955 We'd like to help any way we can. This is normal as you haven't used it in two weeks. How long have you tried charging it?,1439414,1439413,battery_power_issue
@116450 @AppleSupport can you fix this autocorrecting every “I️” bug?,@514895 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1697456,1697455,keyboard_autocorrect_issue
@AppleSupport my car all of a sudden does not automatically play my Apple Music when connected via Bluetooth since updating to #iOS11 I have to click play on my iPhone - v annoying. Help.,@615785 We'd like to look into this with you. Has your iPhone been restarted since you noticed this issue? Let us know in DM. https://t.co/GDrqU22YpT,2082189,2082188,apple_music_media_issue
@AppleSupport @144367 @144365 My battery percentage isn’t correct...help?,@144366 Happy to! Can you provide us with more details about what's going on? Which device and iOS version are you using? Let us know in DM. https://t.co/GDrqU22YpT,126375,126377,battery_power_issue
"@AppleSupport I keep my Mac screen colors inverted, but when it wakes in 10.13, it reverts to normal and I can’t invert again w/out reboot.",@393679 We can definitely look into this further with you. Which macOS are you running currently? DM to let us know. https://t.co/GDrqU22YpT,2025907,2025906,device_hardware_issue
It’s a good idea not to upgrade to iOS 11 until @115858 fixes battery drain issues. Too bad I was quick in doing so. 😏,"@607731 You should be able to rely on your iPhone, without worrying about battery life. Let's sort this out together. DM us with details: https://t.co/GDrqU22YpT",2054865,2054864,battery_power_issue
"@AppleSupport Is this normal? My #iPhone 6 on latest #ios11 (11.1.2) just went 40% to dead w/in 1 min, w/o warning. And as soon as I start charging, it woke up w/ 14% charged &amp; 30% charged in 5 mins. As loyal customer/shareholder, I expect better. #ownup Something ain’t right. https://t.co/SLGCyPIq31","@151807 Thanks for reaching back out to us. Send us over a DM, and we'll work together there. https://t.co/GDrqU22YpT",1616953,1616952,purchase_billing_issue
@AppleSupport why can’t I share my Apple Music playlists like I used to https://t.co/HyZVerD4xy,@818423 Hi there; we appreciate you reaching out to us to resolve this matter. Let's partner up in DM and go from there. https://t.co/GDrqU22YpT,2966612,2966611,apple_music_media_issue
@AppleSupport My iPhone SE battery has gone from 77% to 13% while locked overnight... please hurry up and fix iOS 11.. it’s a joke presently...,@753069 We can actually help address this issue with you from here. Are you running the most current iOS 11.0.3?,2675372,2675370,battery_power_issue
"@AppleSupport Please help.

1. Please check #iOS11 (issamess🙅🏾): all of our symptoms are there 
2. No need to reboot. It reboots itself constantly 💁🏾 https://t.co/P1yWQNJuwN",@172164 Let's follow up in DM. We'll continue the conversation there. https://t.co/GDrqU22YpT,235803,235805,ios_update_issue
@AppleSupport why did my purchased season of modern family change from being able to watch it to having to watch it if some app of Apple TV?,"@430153 We've received your DM, and we'll continue with you there. Be on the lookout for a reply.",1329289,1329288,purchase_billing_issue
"Gah! Trying to update my AppleID payment card with new card details &amp; it keeps saying card is declined (it's fine), &amp; when I try to update / change anything online, whenever I hit save it times my session out 'for security purposes'. Come on, @AppleSupport, give a girl a break!","@301802 Check out this article: https://t.co/U96y4MTG7k
If the issue persists, the iTunes Store team is here: https://t.co/SDIe7UiyJN",1040156,1040155,purchase_billing_issue
@AppleSupport Why is my phone autocorrecting the word it to spell i.t ?,@476695 Thanks for reaching out! Check out this article for information on managing autocorrect: https://t.co/U5VKSTl2CD,1537679,1537678,keyboard_autocorrect_issue
"@AppleSupport my phone still autocorrects “it “ to “I.T”, I’m on 11.1.2",@276132 We want to help! Join us in DM and we'll get started together: https://t.co/GDrqU22YpT,656273,656272,keyboard_autocorrect_issue
@AppleSupport its been two days and my apple music still does not even open until on my phone. i deleted it and reinstalled... come on ppl,@564634 Let's get you rocking again. What exactly is happening when you try to play music on your iPhone? Are you getting any errors?,1894118,1894116,apple_music_media_issue
@AppleSupport I got a green line on my iPhone screen just got it used this for 1 day how do I return this and get my refund.,@273658 We want to help. DM us and we'll go from there. https://t.co/GDrqU22YpT,2731314,2731313,purchase_billing_issue
@AppleSupport @115858 Where can we go to provide bugs that we have found on iOS 11?,@404422 We would be glad to help you. What issues are you experiencing? Let us know in DM. https://t.co/GDrqU22YpT,2378137,2378136,ios_update_issue
"@AppleSupport Yes, it works in Safari. Just checked. And also checked with another friend with Apple Music subscription (iPhone 7 Plus, iOS 11.1.1). She cannot play videos on cellular data in Apple Music too. Wi-fi works for her as for me.",@725647 Let's check a couple settings. Please go to Settings &gt; Cellular is Music enabled? In Settings &gt; Music we want to make sure Cellular Data is also on here. Please DM us the results. https://t.co/GDrqU22YpT,2555448,2555453,apple_music_media_issue
battery draining within am hour!! \and wont charge from usb point!! Help! @applesupport 11.1.1 battery,"@286121 We'd like to see how we can help with the battery drain and charging. To start, DM us which device you're experiencing this on and we'll start working there. https://t.co/GDrqU22YpT",2341904,2341903,purchase_billing_issue
Really @115858 a software update and my external drive no longer works?!?! I ❤️ you but #EpicFail !!!,"@223005 Let's partner together to get to the bottom of what's going on with your external drive since the update, so we can offer an appropriate solution. Does it have an LED to indicate its receiving power? Have you checked under Devices in a Finder window?",455007,455006,ios_update_issue
@AppleSupport I have had so many issues with my IPhone 6s Plus since I updated my phone to iOS 11.0.3. I need assistance.,@365472 We'd be happy to assist with issues with iOS 11. Can you please message us in DM? https://t.co/GDrqU22YpT,1037665,1037664,ios_update_issue
@115858 I’ll stick to my new @1647 S8+. Upgraded to the ipad pro from my 4 a few months ago and the updates killed the battery. Thx for nothing.,@190077 Let’s keep working together on this issue with your iPad Pro. Which version of iOS is it currently running? Let us know via DM. https://t.co/GDrqU22YpT,2012479,2012478,battery_power_issue
"@AppleSupport 7plus, IOS 11.0.3",@564060 Are you using a specific app when this happens? Does your iPhone power on by itself? What do you see on screen?,1891597,1891599,ios_update_issue
@AppleSupport my battery is draining so fast. Help,"@809266 We'd be happy to help with this. Could you please confirm for us what device you're having this issue on, and what OS version it's running?",2924658,2924656,battery_power_issue
"@AppleSupport need to fix the iOS. Apps are freezing, battery draining, blue tooth is broke.",@584999 We can take a look at these concerns with you. Which iPhone and iOS version are you using?,1975412,1975410,battery_power_issue
@AppleSupport IOS11.2 (15C5097d) iPhone 6,@290394 Send us a DM please. Let us know what country you're in. https://t.co/GDrqU22YpT,2138199,2138202,ios_update_issue
"Help me Apple!!!!!  

Every time I go onto a app the app crashes is there anyway to fix this? @AppleSupport","@231625 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",489673,489672,app_issue
@115948 @AppleSupport 60 something songs just disappeared from my key playlist from Apple Music ON THEIR OWN. I didn't remove any song,@212362 We'd like to help out. Were any changes made to the device prior to the songs missing?,408450,408449,apple_music_media_issue
"@AppleSupport Thank you, I’m running iOS 11.0.3.","@344775 Thanks! Let us know where you're located in DM, and we'll look into this furtehr. https://t.co/GDrqU22YpT",947820,947822,ios_update_issue
iOS 11.1 aarrrghhh! Battery is draining way more faster than 11.0.3. What is wrong with you? @115858 @302344 @156470 @291582  iphone6s,@308029 Thank you for contacting us today. We understand how important it is to rely on your battery. Please send us a DM. https://t.co/GDrqU22YpT,1410788,1410789,battery_power_issue
Anyone else with iOS 11.0.3 can’t see their music play on the lock screen? @AppleSupport #iphone https://t.co/Wd9bo2SrSr,@390858 We're happy to help. Does this happen with every song? Does it make a difference if you're using Wi-Fi or cellular data?,1151001,1150999,ios_update_issue
@115858 @AppleSupport I installed the latest iOS update and my iPhone6s is now a piece of scrap. Slow and hangs every second #FixIt,@551018 Let's clip that thread that's causing your phone to hang for good. DM us and let us know which iOS version is installed. https://t.co/GDrqU22YpT,1838274,1838273,ios_update_issue
iOS update has my i’s goin crazy and my battery draining at the speed of light wyd @115858,"@602526 We'd like to look into this with you. Send us a DM with the device we're working with, to get started. https://t.co/GDrqU22YpT",2037753,2037752,battery_power_issue
@AppleSupport Why does the Health app on iOS 11 count steps while I am on a bicycle ride with my Apple Watch recording that ride via the Activity app? Shouldn’t the Activity and Health app talk to each other so that the Health app does not count every bump on the road as a step?,"@780057 We're happy to look into this with you. To get started, let us know in DM which iOS device you're using and which version of iOS 11 you've got installed. https://t.co/GDrqU2kzhr",2795435,2795434,ios_update_issue
"@applesupport 11.0.3 Nightmare.Even when plugged,my 5s battery reduces.Need to switch off,charge,then use half a day. Then switch off, ...","@571371 That can be difficult, having to charge it like that.  We’re here for you.  Send us a DM so we can take a look. https://t.co/GDrqU22YpT",1918525,1918524,purchase_billing_issue
"@AppleSupport The quality of the photo is greatly degraded after changing the key frame and has been since the iOS 11 betas. Useless feature, IMHO.",@257666 Thanks for reaching out to us about the issue you're seeing with Live Photos. We love this option and are happy to help. We'd recommend contacting our Photos team directly so they can take a deeper look. Click here to get started: https://t.co/IBIY3vMgPj,556144,583655,ios_update_issue
@115858 @AppleSupport so my iPhone randomly deleted my Apple Music library even my purchased music... So how tf do I get it back? @115948,@444199 We definitely want to get you back to enjoying Apple Music. Let's see what's going on. What were you doing when this happened?,1394034,1394032,apple_music_media_issue
"Well my phone is glitching, overheating , deleting pictures and logging out of my iCloud !!!!!!!!!!!! @AppleSupport help I've tried calling",@341668 We are here to help. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,934465,934464,icloud_issue
@AppleSupport The email came through on 7 different attempts but never the follow up texts or calls.,@296328 Let's take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,737244,737246,calls_network_issue
@AppleSupport This is my lock screen https://t.co/lfw7dYRu87,"@173034 We appreciate you keeping us updated. So that we can look into this further, use the link below to DM us. https://t.co/GDrqU22YpT",240120,240121,device_hardware_issue
@AppleSupport why does my “I” keep getting auto corrected to this —&gt; I️ ?,"@484711 Hey there, check out this article for assistance: https://t.co/xU1AGIa4ME https://t.co/GDrqU2kzhr",1572344,1572342,keyboard_autocorrect_issue
@AppleSupport paid to have my battery replaced &amp; everything was great. Updated to iOS 11 &amp; all the others &amp; back to battery drain again 😡,@610204 We want to make sure you are getting the most out of your battery. Please join us in DM so we can assist. https://t.co/GDrqU22YpT,2063202,2063201,battery_power_issue
@AppleSupport dont hav solution 2 recover Apple id password. I'm struggling since last 3months. Even though giving proof of device ownership,@193245 This article may help: https://t.co/0uGi5ZBDyn You can reach out with questions here: https://t.co/UJm15vmMM2,324263,324262,apple_id_account_issue
Ok so I did the latest software update which is supposed to have fixed the Hey Siri...it worked last night and now it’s not ☹️🤬 @115858,"@586167 Thanks for reaching out so we can assist. Which device are you using? What happens now when you try to use Hey Siri? Also, have you restarted your device yet?",2110835,2110834,ios_update_issue
@AppleSupport how can i make my macbook stop asking me to update icloud? i do not want to use the cloud. i never will.,"@306541 We want you to enjoy your Mac; we'll do all we can to help. To get started, let us know what country you're in via DM: https://t.co/GDrqU22YpT",1930694,1930693,icloud_issue
@AppleSupport I have the 6s &amp; ios 10.3.3,@194332 Thanks. Check out this link to ensure you're maximizing your battery life &amp; let us know how that goes: https://t.co/bivpdfBNJ6,328530,328529,ios_update_issue
Yo apple is doing the whole “I️” so we get ignorant and stop typing in complete sentences.. you’re not fooling anyone @115858,@253381 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2147725,2147724,keyboard_autocorrect_issue
"@AppleSupport I had my screen replaced &amp; the second screen’s messed up too, &amp; no longer under 🍎 care; did I luck out and buy a lemon?",@559803 Let's help look into any available options.  Please DM us the country you're in and we can go from there. https://t.co/GDrqU22YpT,1875207,1875206,device_hardware_issue
@115858 fix my damn I️ button before I️ flip out,"@487797 Hey there! While you await a future software update to address this, check out this workaround: https://t.co/B0Cc3hYQeU",1585394,1585393,device_hardware_issue
I’ve gotta say that @115858’s iOS 11 is now getting better. @AppleSupport But it’s sad to say that no fix for homescreen 3D Touch lag issue.,"@543116 Is that the only place you're noticing some slowness? Please send us a DM, we can continue our chat there. https://t.co/GDrqU22YpT",1807823,1807822,ios_update_issue
What the bloody hell did ya’ll do with my damn iphone battery?!? It’s hard charging thrice a day 😞😞😞😞 @115858,@196314 We can assist you. Please DM us with your iPhone model and we'll help you further from there. https://t.co/GDrqU22YpT,336664,336663,battery_power_issue
"@AppleSupport ios 11.0.3 is really bad. My phone keeps freezing, apps are real slow, my phone randomly restarts??? I recieve texts late???",@556780 Definitely not what we want you to experience. Please DM us and let us if you're experiencing these issues in specific apps. https://t.co/GDrqU22YpT,1863413,1863412,ios_update_issue
"@AppleSupport Hello,no way to upgrade Dropbox, AnyDo or Google drive since 10.3.3? Have I something to do? My iPad is not eligible for iOS11",@536722 Thanks for reaching out to us. Reach out to us in DM &amp; we'll be happy to help look into this further with you. https://t.co/GDrqU22YpT,1786478,1786477,ios_update_issue
@115858 why is my iPhone autocorrecting to weird symbols and how do I fix it? I’m going insane,@636499 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2169771,2169770,keyboard_autocorrect_issue
Hey @115858 can we make an update to where my phone doesn't drain battery for no apparent reason. Its been on the charger too.,@645422 Let's help improve the battery performance. Please check out: https://t.co/bivpdfBNJ6 and keep us posted.,2207593,2207592,purchase_billing_issue
"@AppleSupport I phone has become slow after iOS 11, slow to respond and touch is delayed. Sad state of affairs",@519296 You're in the right place for help. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,1714634,1714633,ios_update_issue
"@115858 @AppleSupport was good familia, what’s up with all the apps crashing, and all this? i’m loyal to y’all, and this what we getting come on now","@702056 We'd love to help. Can you tell us which device you are using? Also, which software version is being used on the device? https://t.co/GDrqU22YpT",2449502,2449500,app_issue
Did @115858 remove #voicemail transcription in iOS 11? It was so useful. I can't seem to get it to appear again. Anyone know how to fix it?,@129395 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT,58832,58831,ios_update_issue
