customer_message,brand_reply,customer_tweet_id,brand_tweet_id,intent
@115858 fix this 🤬 or I’m out.. (not really) but I’m tired of seeing squares and question marks everywhere,@597979 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,2021927,2021925,other_support
@318 @115858 why don’t podcasts show how long they are in new iOS? Annoying!,"@392989 We can help. When you click on a podcast in the Podcast app, are you not seeing the length of the podcast? Let us know in DM. https://t.co/GDrqU22YpT",2833065,2833064,icloud_issue
Love that my iPhone now dies in 1 hour after the new @115858 update...🙄,"@612240 Which device and version of iOS 11 are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT",2070244,2070243,ios_update_issue
"“Siri causes me anxiety.” @42121 

Yes! It’s so bad &amp; unreliable. @115858 all Siri marketing falls flat. It isn’t what we experience.",@561759 Please tell us more about what you're experiencing with Siri in DM. We'd like to offer all the help we can. https://t.co/GDrqU22YpT,1882457,1882456,apple_id_account_issue
@116333 @123857 help iOS11.0.2 is draining my battery even fa,"@302982 We'd like to see how we can assist. To begin, DM us your device model, and more details about your issue: https://t.co/GDrqU22YpT",765637,765636,calls_network_issue
@AppleSupport @406898 Your battery life is ass mr apple man,@406897 We'd be happy to help with any battery issues you're experiencing. Which device are you using currently?,1222656,1222655,other_support
"@AppleSupport We can do it in english here. My messages working badly since I’ve update to IOS 11, I’ve miss many of them because I don’t get notifications, came in wrong order too. I’ve already check the setting",@730706 Which iOS version is your iPhone using? Let us know in DM. https://t.co/GDrqU22YpT,2577070,2577072,battery_power_issue
@115858 IM ACTUALLY V MAD bc the update deleted ALL OF MY MUSIC,@608163 This isn’t the experience we want you to have. Which iOS version are you currently on? Let us know in a DM: https://t.co/GDrqU22YpT,2056408,2056407,apple_id_account_issue
@AppleSupport IPhone 6s and iOS is 11.1,"@461397 Got it, thanks. We recommend the steps in our article here: https://t.co/eaS8DhVdn3 Keep us posted on the results.",1470811,1470810,calls_network_issue
@AppleSupport iOS 11.1 is 11 GB in my 16 GB iPhone 6 Plus. How do I get my memory back?,"@500870 Let's team up on this. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",1637772,1637771,ios_update_issue
So I had to reset my phone because my camera wasn’t working and now I’ve lost loads of my photos that were on my phone 😭 @AppleSupport,"@429692 We know how special your photos are, and we'll gladly assist. 

To start, please take a look at this article for suggestions to help recover your photos: https://t.co/6F4UE9hI51",1327357,1327356,battery_power_issue
@AppleSupport is this a real alert please? https://t.co/Ytsze9fqhx,"@433159 This isn't an Apple security alert. Did this appear when using Safari? If so, this shows how to close it: https://t.co/x0pwcuPbr6",1342737,1342735,ios_update_issue
"Come on @AppleSupport, when is this iOS 11 bug fix coming? https://t.co/Oj8tdCxCbu",@629071 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2138912,2138911,battery_power_issue
"Hi @AppleSupport 

Not impressed with your later IOS 11...

Clickable items “flashing up” and moving on a touch screen (ie “the dock”) is exceptionally frustrating.

Likewise with the newer IOS touch-keyboards.

I’m at the point where I’m putting my Apple devices down, angry.","@263566 We want to be sure that everything is working as it should on your iOS devices. DM us with some more details of the features that aren't working well for you, and we'll take a look at your options. https://t.co/GDrqU22YpT",604013,604012,ios_update_issue
@AppleSupport hey guys. Did you know iOS 11 no longer supports sending handwritten messages to non-iMessage devices? You should fix that.,@409616 Your voice matters and we'd love to hear from you. Send us your feedback and suggestions from here: https://t.co/eTPVYVFyd8,1234778,1234777,battery_power_issue
@AppleSupport As you can see on the attached - the letter “I” defaults to a (A ?) resulting in character flaw. All over social media! https://t.co/sBO3wnAnYu,@393377 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,1161960,1161962,apple_id_account_issue
@AppleSupport My phone is too slow aft installing 11.0.3. App Store crashes and phone stutters. Frustrating.Should’ve stuck with iOS 10.3.3.,"@641392 We're here for you, and we'll work to resolve these issues! Which iPhone do you have?",2191146,2191144,calls_network_issue
is anyone else’s apple music not allowing them to play “is your love enough” by @132161? Getting hella annoyed here 😩 @AppleSupport https://t.co/iTY2D8rjPX,@149687 You've come to the right place for help with Apple Music. If you force the app to quit and try again are you able to play the song? Here's how: https://t.co/RqqIctrDWV,148105,148103,ios_update_issue
@115858 aye fix my shit,@601828 We want to help. DM us details on what exactly is happening along with your device and OS. We'll work with you there. https://t.co/GDrqU22YpT,2035639,2035638,battery_power_issue
WHY IS MY “I️” SHOWING UP AS A QUESTION MARK IN A BOX???? Grrrrrrr @AppleSupport,@477121 Can you let us know in DM when and where this is happening? We'll follow up with you there. https://t.co/GDrqU22YpT,1539254,1539253,battery_power_issue
Apparently there is no weather today. @AppleSupport https://t.co/xKuoig0cpo,@290190 Thanks for bringing this to our attention. Let's start with this: https://t.co/gZrStAoDfj,956392,956391,apple_id_account_issue
@AppleSupport Yes it’s asking me to update and no I don’t have any unpaid items either so don’t understand why it won’t work,@263768 Got it. Let's go ahead and reach out to our iTunes Store team so that they can take a closer look: https://t.co/SDIe7UiyJN,1435815,1435817,battery_power_issue
@AppleSupport Standard keyboard; iPhone6s,@444431 Does this occur in any particular application or after a certain amount of time for usage?,1395060,1395061,app_issue
@AppleSupport I’ve been having issues with my notifications. I am not receiving iMessage notifications specially. I’m on iOS 11.2. https://t.co/OmA2CacxXL,@276131 If you are running the Beta then you would want to report the issue using the Feedback app.,2294142,2294141,ios_update_issue
@AppleSupport Every time I press the home button to unlock it reboots and closes all my apps at the same time.,@743074 We want to help you get things working smoothly. DM us and we'll continue from there. https://t.co/GDrqU22YpT,2631531,2631533,battery_power_issue
Thanks @AppleSupport for the helpful advice..? https://t.co/NBsDMSUPWD,"@584495 Hi, let's give the ""Remove and download"" section of this article a try: https://t.co/Ui1yTnOCUz",1973626,1973625,apple_id_account_issue
Bon en fait la batterie de l’iphone 8 c’est autant une merde que l’iphone 6 que j’avais avant c’est ça le concept @AppleSupport ?,@646164 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2210743,2210742,battery_power_issue
@AppleSupport since upgrading to the latest iOS my iPhone 7 is constantly freezing. So annoying!,@150777 We'd like to know more. Let us know in DM which iOS version is currently installed &amp; if this is happening with a specific app. https://t.co/GDrqU22YpT,2095327,2095326,ios_update_issue
@AppleSupport my iPhone X screen periodically flickers at the top during normal use. Hardware failure?,@463919 That is certainly not expected behavior for your new iPhone X. Let us know in DM what country you are located in. https://t.co/GDrqU22YpT,2021102,2021101,app_issue
@115858 you need to fix battery drainage on iOS 11.i want a fix or I want the ability to downgrade. I paid close to 1000$ for this,@608663 Thanks for reaching out. Let's take a closer look into your battery concerns together. Send us a DM below. https://t.co/GDrqU22YpT,2058028,2058027,icloud_issue
@AppleSupport check the reviews for the lightning to HDMI converter on your store (uk) I'm having the same problem as all those customers,@309426 Thanks for taking the time to let us know more about the situation. Can you confirm your experience via DM? https://t.co/GDrqU22YpT,794461,794463,keyboard_autocorrect_issue
@AppleSupport High Sierra I believe,"@260898 Thanks for confirming.  Is your network strong?  Are you connected wirelessly or with an Ethernet connection?  Also, are you able to see the progress bar moving?",594688,594690,apple_music_media_issue
@299652 @115858 Same!! I did the update that’s supposed to “fix the bugs” and it still messes up 😡,"@299651 We want to help! What issues are you experiencing, and on what device? DM us more details here: https://t.co/GDrqU22YpT",751645,751644,apple_id_account_issue
"@115858 @AppleSupport #iOS11 hizo mi iPhone 📱 mas lento y consume más pila de lo normal, incluso si no lo estoy usando.",@443985 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1393004,1393003,battery_power_issue
"@AppleSupport  I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",@681627 We'd love to help with this! We do have an email address to which you can send fraudulent emails. This link has more information about that: https://t.co/LNMCdqt6fD,2360296,2360294,accessibility_feature_issue
@AppleSupport Yes it is. And ahe hasn’t logged out from her apple id. https://t.co/WWvJcFopZ8,"@532501 Let's toggle iCloud Photo Library off and back on again. That may jump-start the synchronization. If that doesn't do the trick, let's meet up in DM. https://t.co/GDrqU22YpT",2753622,2753624,ios_update_issue
"If the new iOS update was meant to make my texting lag and autocorrect get waaaaay worse, then congrats @115858, you did well. If it wasn’t though, then I thiiiink you might of fucked everything up.",@644976 We'd love to help. Let's start by backing up the iPhone and updating to iOS 11.1.1 if you haven't already. There is a fix in there for auto-correct issues. Let us know how it goes.,2205922,2205921,app_issue
@AppleSupport Well basically I spoke to Chris online and he told me to do this https://t.co/xOTAiH8kfL,@211248 Thank you for sharing. Let's take a closer look at the issue together in DM. https://t.co/GDrqU22YpT,402617,402620,ios_update_issue
@115858 FIX THIS I️ BS. It’s annoying as hell.,@523925 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1735025,1735023,apple_id_account_issue
@applesupport I keep calling and receiving calls and being hung up on,@446178 Being able to be in contact with your loved ones is important. Let's look into this in DM here: https://t.co/GDrqU22YpT,1402932,1402931,battery_power_issue
"@AppleSupport Tried LTE already, no go. Same message","@807883 Did you reset network settings? You do this by going to Settings &gt; General &gt; Reset &gt; Reset Network Settings. Keep in mind, this also resets Wi-Fi networks and passwords, cellular settings, and VPN and APN settings that you've used before.",2918864,2918865,ios_update_issue
@AppleSupport what is up with the symbols and crap when I️ type? Usually with the letter I️?,@503151 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1646730,1646729,apple_id_account_issue
@AppleSupport Only while in the clock app as far as I can tell,@185487 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,291793,291795,device_hardware_issue
iOS 11.03 is absolute garbage my phone is almost unusable @115858,@575533 We're here to help. What is going on with your device? Send us a DM so we can look into what's going on. https://t.co/GDrqU22YpT,1934223,1934222,calls_network_issue
@AppleSupport Both and only the one contact so far.,@391476 Let's check some additional settings. Tap Settings &gt; General &gt; About. How much space is next to Available?,1153875,1153876,battery_power_issue
@115858 I️ really need this update fixed because my phone is being ass and Icant live like this.,@517514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1707753,1707752,ios_update_issue
@AppleSupport how can i check that? i probably do 😂,"@166043 You can learn how to check for Automatic Updates, and how to adjust your settings here: https://t.co/o0zJkBV0iY",211264,211263,battery_power_issue
@685148 @115858 I was on hold for over an hour today only to be disconnected. 🙂🤦🏼‍♀️,"@685147 We want to make sure you get taken care of. Are you still in need of assistance? If so, send us a DM with the details of what's happening and we'll start there. https://t.co/GDrqU22YpT",2375230,2375229,apple_id_account_issue
Updated my phone to ios11.1.1 and now the alarm app doesn’t work for me anymore🙃 Apple please fix it @AppleSupport @115858,"@696223 We want to help! What model of iOS device are you using? Has this ever happened before, or only since the update? https://t.co/GDrqU22YpT",2424387,2424386,battery_power_issue
@AppleSupport iPhone 5s and 11.3,"@448425 Does it show the version number as 11.3 in Settings &gt; General&gt; About, next to version? DM the answer. https://t.co/GDrqU22YpT",1413225,1413227,apple_id_account_issue
Nooooo the iOS update made my iphone 6 so sluggish ☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ @AppleSupport,@573841 We're here for you. Does this happen with all apps or just one? Any app updates available? Please tell us in a DM. https://t.co/GDrqU22YpT,1928206,1928205,battery_power_issue
@AppleSupport I've dm you. Thanks,@278132 We’ve received your DM and will continue working with you there.,663509,663511,apple_id_account_issue
"@AppleSupport I am trying to redeem through my laptop through my iTunes account. There is no error msg, just keeps asking me to re-enter. 😞",@303130 We'd like to look into this further in DM. Use the link below to send us a message and we'll continue there. https://t.co/GDrqU22YpT,766263,766265,battery_power_issue
@AppleSupport iPhone 7+ Battery draining faster than ever before after iOS 11.0.3 Update - absolutely ridiculous. When will it be fixed?,@591942 We want to help! DM us and let us know more about the issues you are having. We can look into it from there. https://t.co/GDrqU22YpT,2001860,2001859,ios_update_issue
"iPhone crashing constantly since last night. Temp. fix the bug by turning of notifications. Update to the latest software, and now Face ID doesn’t work. @115858 help!",@249910 We're here to make sure we get these issues addressed for you today. Having your iPhone running smoothly is our goal. Can you confirm which exact iOS version you are now running under Settings &gt; General &gt; About please. We'll start there.,556123,556121,icloud_issue
@AppleSupport since my iOS update @126972 closes when I share a video . Is this a known issues or it’s my device ?,@616137 We’d love to help. Let us know in DM which device this is happening on and we'll look into this with you. https://t.co/GDrqU22YpT,2083320,2083319,battery_power_issue
@AppleSupport stop disabling hey siri all the time im tired of having to set it up every fucking day,@248280 Hi. That's not the experience we want you to have when using Siri. We'd like to help. How long has this been occurring?,550666,550664,icloud_issue
@AppleSupport Center control,@201582 Wi-Fi and Bluetooth work a little differently with the Control Center in iOS 11. Learn more here: https://t.co/G7BHuQnDS6,361402,361404,device_hardware_issue
@115858 #apple #applestore please help got the tip of an aux cable stuck in my #iPhone5 how can I fix this? Will a Genius Bar do it? Thanks!,@126093 Let's see what we can do. Send us a DM with the country you're located in to get started. https://t.co/GDrqU22YpT,45583,45582,keyboard_autocorrect_issue
@AppleSupport The worse thing Apple ever did.  Once apps there you can’t move them. I’ve about 20 &amp; they’re that small I open the wrong one everytime,@457185 We want to help. Which device are you using? Let's meet in DM to continue. https://t.co/GDrqU22YpT,1452941,1452940,apple_music_media_issue
"@AppleSupport high Sierra has broken more or less EVERYTHING on my Mac, it is unusable, constant crashes, broken applications","@679996 We want you to be able to enjoy macOS High Sierra. To see what's going on, please let us know in DM any steps you’ve taken. https://t.co/GDrqU22YpT",2353210,2353209,calls_network_issue
@125965 Also @AppleSupport I️ want to be able to use the words “I️” and “I️t” again. Lemme get that update too!,"@769783 Thank you for that information.  Please back up and update to our latest iOS, 11.1.2, and let us know if the issue persists. These steps here will walk you through the process: https://t.co/80YRnjDFDk",2749348,2749347,app_issue
@AppleSupport 11.1,@359389 Thanks for confirming that. Are you an Apple Music Member? Can you provide us details of what you're experiencing? https://t.co/GDrqU22YpT,1761227,1761229,battery_power_issue
"@AppleSupport On new iPhone X. When I do Animoji, the image keeps freezing up and dropping frames. Even after device reboot.",@515715 We'd be happy to take a look! What iOS version is on that device? Let us know in DM. https://t.co/GDrqU22YpT,1700778,1700777,apple_id_account_issue
@AppleSupport This glass is substandard.,@202928 We know scratches to a device screen are no fun. We'd be happy to look into your situation. Please DM us here: https://t.co/GDrqU22YpT,367002,367001,battery_power_issue
@AppleSupport iOS 10.3.3. when you open the camera it's already blurry. i already tried to reset the settings but it doesn't work,@258315 Thanks for letting us know. Let's continue working on this via Direct Message. You can contact us via this link: https://t.co/GDrqU22YpT,585861,585863,app_issue
@AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,"@361784 That's a great question and we'll certainly take a look into this. To help us out, may we get the iOS version number?",1021700,1021698,other_support
@115858 fix this stupid I️ thing!!!!!!!!!,@509250 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1673558,1673556,device_hardware_issue
What’s to @115858 and these stupid ass “A &amp; boxes” for when i type the letter I️ ? @AppleSupport,@496660 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,1620541,1620540,calls_network_issue
Fixing my iphone bug on the first Saturday in December...tedious...@115858 Thanks for the tip @AppleSupport,"@247127 If you're running into issues with the iPhone, we'd like to help you out. Please send us a DM, and tell us the exact issue(s) you're experiencing, along with the current iOS software version on the device. https://t.co/GDrqU22YpT",546670,546669,app_issue
"@AppleSupport Trying to reach out to you guys via the chat, but everything I get thrown out for some reason...",@608355 We're here to help. Let's meet up in DM and we'll help get you pointed in the right direction. Send us more info below. https://t.co/GDrqU22YpT,2056983,2056982,calls_network_issue
"So, @115858 y’all not gonna fix this 👉🏿 I️",@145134 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,2024868,2024867,ios_update_issue
My phone has been acting so slow since I upgraded the new version of IOS! Help please @115858,@627429 We're here for you. Which version of the iOS are you running currently? You can check by tapping Settings &gt; General &gt; About.,2132061,2132059,device_hardware_issue
I so wish I never received an iPhone for my bday in 2008. It was a trap. Now I have to go back to the damn store and replace the battery for the 6 that I replaced in January of this year. It hasn’t even been a year yet. @115858 is absolute shit. 😡😡😡😡,"@717300 We'd like to see if we can help with your iPhone. Send us a DM with more information about what's going on, and we'll continue from there. https://t.co/GDrqU22YpT",2518136,2518135,apple_music_media_issue
Having trouble with pairing my @16134 MID II Bluetooth and @115858 Macbook Pro. Anyone who can help? Thanks! #Music #Question,@271147 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,637456,637455,icloud_issue
Bruh I can see my background while I’m on twitter 🙄 wth is wrong with my phone 😤 @AppleSupport,"@821958 We'd be happy to look into this with you. Does this issue continue if you restart your iPhone and try again? 

Let us know in DM. https://t.co/GDrqU22YpT",2980243,2980242,app_issue
@AppleSupport The edges of my #iPhone5S screen has become yellow while getting old: is there any recall campaign about it?,@192853 Could you Direct Message us what country you're located in? We'd like to look into this with you. https://t.co/nYknMGviju,322651,322649,battery_power_issue
^Yo @115858 wtf fam,"@156811 We'd like to help out. Make sure you're on iOS 11.1, then try out this workaround: https://t.co/qODbOsp4wz https://t.co/GDrqU22YpT",1600095,1600094,apple_id_account_issue
@115858 IOS 11 is worst update by Apple. Ruined my 7,@389157 We want to help.  Send us a DM to let us know more about what you are experiencing. https://t.co/GDrqU22YpT,366563,1143564,keyboard_autocorrect_issue
@AppleSupport hi is there any way to check the overall battery health of my iPhone 5s?,@287017 We are here to help. DM us your current iOS version and we can take a look at this. https://t.co/GDrqU22YpT,700009,700008,apple_id_account_issue
"@AppleSupport I am using all the same details, yes. Yet the music is showing as not purchased and I cannot copy it to my computer. I'm lost, tbh!","@333170 Let's take a gander at this in a little more detail in DM. Meet us there with some details, and we'll get to work. https://t.co/GDrqU22YpT",897638,897639,calls_network_issue
@AppleSupport 🤷🏽‍♂️what’s going on Son. 👀 https://t.co/3mG0VWJnzm,@489151 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/xU1AGHStV6,1591073,1591072,apple_music_media_issue
@AppleSupport I went on https://t.co/1Zxr2dCYE1 and nothing showed up. I backed up from my phone when it restored and nothing showed up for about an hour or so,@731058 Did you have any other internet accounts on your phone that your data might have been syncing with?,2578664,2578665,app_issue
@115858 why is my phone autocorrecting “i” to  boxes with question marks ever since i updated my phone .. 🤔,@477613 We can help. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6,1606777,1606776,app_issue
@AppleSupport I’m running 11.1 build 15B5066f. https://t.co/VQw74kF9Bm,@176391 Thanks for showing us. Please DM us and we'll continue our conversation there. https://t.co/GDrqU2kzhr,254066,254068,app_issue
"@AppleSupport unable to verify update you are no longer connected to the internet - error. It's true I've rarely ran into bugs with apple product, but when I do they're the WORST! Help! See attached help article for absolutely useless advice. https://t.co/uTsyfu1zhR","@638137 Thank you for reaching out to us. We understand the importance of keeping your device up to date, and we'd be happy to help. If you're unable to update over the air, you can always update with iTunes: https://t.co/80YRnjDFDk",2177194,2177193,device_hardware_issue
"@AppleSupport since downloaded iOS 11.0.3 my 7+ is ruined. Keeps freezing, keeps sending old texts, doesn’t recognise Spotify in control ctr",@698748 We'd be glad to help out. How long ago was it installed and where are you located? DM us. https://t.co/GDrqU22YpT,2435313,2435312,apple_id_account_issue
@AppleSupport Last one - 11.0.2,"@193016 OK. So that we can look into this further, use the link in this message to DM us. https://t.co/GDrqU22YpT",323414,323415,calls_network_issue
@AppleSupport  I need your help,"@681634 We are here to help! Send us a DM, and let us know which country you're located in so we can look into options for you. https://t.co/GDrqU22YpT",2360323,2360322,icloud_issue
"@AppleSupport went away to diff time zone. Left watch home &amp; off. Came back, phone had auto changed time correctly. Watch on &amp; hour behind. Have tried to sync. Can’t correct time. Settings?","@128101 We can understand your concerns with wanting your iPhone and Watch times to match. We will do all we can to ensure we isolate the issue, and find a resolution. In order for us to better assist, meet us in DM with your country, and we'll continue to work from there. https://t.co/GDrqU22YpT",155946,155945,device_hardware_issue
@AppleSupport Need help resetting my daughters AppleID password.   HELP!,@304773 Let's help get you into the right hand. Reach out to us via: https://t.co/UJm15vmMM2 and we can go from there.,773518,773515,app_issue
@AppleSupport Same day the update was released,"@538343 Let's confirm you are running the most current version. Go to Settings &gt; General &gt; About on your iPhone. DM it to us, please. https://t.co/GDrqU22YpT",1792375,1792377,ios_update_issue
"@AppleSupport ever since the iOS 11 update my phone has been heating up and crashing constantly, the battery drain is amazing too, i only get 1.5-2 hrs of screen time, i’m pretty sure this is planned obsolescence, my iPhone SE is only 1.5 years old.",@819279 We'd love to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,2970208,2970207,apple_id_account_issue
"To the folks at @AppleSupport :

@115858 sucks. My iPod is now not holding a charge and getting hot to the touch. 

This IS my:
- computer
-library
-music collection
-grocery store 
-art studio 
-office for my new actual real job 

1/",@194022 Issue with your iPod? We can help. DM us with more details on what's happening and we'll get started. https://t.co/GDrqU22YpT,327331,327330,apple_id_account_issue
@AppleSupport this was where i saw it but It seems ok now. It happened during the DST change. I’m using iPhone X https://t.co/S8ysRSChic,@499879 Let us know if it happens again.,1634006,1634005,calls_network_issue
@115858 please fix the email app. 😡😡😡,"@157825 What kind of device do you have, and what issues have you noticed with the Mail app? DM us, and we'll find a solution together. https://t.co/GDrqU22YpT",2078318,2078317,icloud_issue
@AppleSupport @115858 I have a query as to why the battery stays steadfast if it is 100 fil !! For a period of time 🤔🔧,"@176850 Let's look into this together. Could you tell us more about what's happening? Also, which device are you using?",717207,717205,calls_network_issue
"@AppleSupport since the newest update my battery drops literally 1% per second, what’s happening? 😰",@324678 We can help. Send us a DM and we'll look into this with you. https://t.co/GDrqU22YpT,861968,861967,device_hardware_issue
Ugh this iPhone update is the worst. Practically putting my finger through the phone so it could function! @115858 @AppleSupport,@588047 Let's see what we can do to help. Could you let us know which iPhone you carry and which version of iOS 11 you have installed?,1986561,1986559,app_issue
@AppleSupport That’s exactly what I did. Set it up as a new iPhone phone and it still freezes. 😞,@616023 We'd like to look into this in more detail. Send us a DM and we'll continue from there: https://t.co/GDrqU22YpT,2831720,2831722,ios_update_issue
My phone calls are being randomly cut off and I get this notification.. is it just me or.. ? @AppleSupport https://t.co/VvslxspBL4,@371759 Let’s figure this out. Can you tell us the iOS version your iPhone is on? Does this happen when you’re in a specific location?,1066825,1066823,battery_power_issue
@AppleSupport My activity app is showing last month’s workouts on this month’s challenge - not this month’s workouts. It’s been on 31 since the November challenge appeared. Please advise. https://t.co/4glTy2xrg7,"@569858 We appreciate you taking the time to reach out to us about the November achievement! You're doing great, and we want to make sure your exercise is counted, so let's work together on this. First, restart both the Apple Watch and the iPhone and DM us how it goes. https://t.co/GDrqU22YpT",1913104,1913103,calls_network_issue
@115858 11.1.1 is making me lose it. Please fix it now,"@662953 Hey there. What's going on, exactly?",2280564,2280562,icloud_issue
I was just on the phone with @115858 for 30 + minutes and then they hang up. Problem also not solved.,"@579054 That’s not the experience we want for you. DM us some details on how we can help today, and we'll look into this with you. https://t.co/GDrqU22YpT",1949173,1949172,keyboard_autocorrect_issue
"@AppleSupport Please fix the ridiculous landscape keyboard in iOS11. Also, the msgs don’t scroll up all the way in portrait mode. https://t.co/JnMEKz3qlE","@409344 Thanks for reaching out, we’d be happy to help! DM us your exact iOS version. We’ll continue there. https://t.co/GDrqU22YpT",1233643,1233642,apple_music_media_issue
@AppleSupport @115858 your new update is crap. Yes. My phone is brand new. No it’s not a backup https://t.co/lKrHmrYGuY,@176404 We're glad to look into this. We've received your DM and will continue working with you there. https://t.co/GDrqU22YpT,254115,254114,battery_power_issue
@115858 @118936 @AppleSupport #reachability not work after update #IOS11.0.2,"@192940 Hi there. Please send us a few details in DM, we'll meet you there to help out. https://t.co/GDrqU22YpT",323013,323012,app_issue
@115858 @applesupport thank you so much for the update! https://t.co/NJjCBpAgTp,"@703144 We want to help you. DM us, and we'll look into what's going on with Safari. https://t.co/GDrqU22YpT",2454573,2454572,device_hardware_issue
